stop_id,stop_name,stop_type,stop_status,stop_description,longitude,latitude
211,Higgo 1,New IRT Stop with Temporary Pole,Active,Temp Pole,18.397312498250464,-33.93918923628757
212,Cotswold 1,Existing IRT Stop,Active,Totem,18.401764018491242,-33.93539911461978
213,Cotswold 2,Existing IRT Stop,Active,Full Shelter,18.401988597821685,-33.935123351728365
214,Kloof Nek 1,Existing IRT Stop,Active,Full Shelter,18.395106031965092,-33.942038062607324
215,Kloof Nek 2,Existing IRT Stop,Active,Cantilever Shelter,18.394738964367942,-33.941963470712835
216,Platteklip 1,Existing IRT Stop,Active,Full Shelter,18.387238260492133,-33.95662269939783
217,Dal 1,Existing IRT Stop,Active,Totem,18.391927467518236,-33.94671951500739
218,Prima 1,Existing IRT Stop,Active,Totem,18.38719334476836,-33.95501323063955
219,Table View 1,IRT Station,Active,Station,18.48871195467092,-33.82461987517619
220,Table View 3,Existing IRT Stop,Active,Full Shelter,18.489197046315816,-33.82474674100383
221,Table View 4,Existing IRT Stop,Active,Red Totem,18.488963483741887,-33.82479897974113
222,Table View 5,IRT Station,Active,Station,18.489789934414055,-33.824963158583216
223,Table View 6,IRT Station,Active,Station,18.489601286599985,-33.82499300879567
224,Horak 1,Existing IRT Stop,Active,Full Shelter,18.385953669531794,-33.958321549593755
225,Ravensteyn 1,Existing IRT Stop,Active,Totem,18.385019421693787,-33.95709957313661
226,Ravensteyn 2,Existing IRT Stop,Active,Totem,18.38517213579545,-33.956376810181844
227,Fiskaal 1,Existing IRT Stop,Active,Full Shelter,18.38314194322217,-33.958597236659095
228,Fiskaal 2,Existing IRT Stop,Active,Totem,18.382800583457144,-33.95867174695407
229,Chas Booth 1,Existing IRT Stop,Active,Totem,18.381930720879726,-33.960547651548765
230,Susan 1,Existing IRT Stop,Active,Cantilever Shelter,18.381012935947506,-33.96370101798369
231,Rontree 1,Existing IRT Stop,Active,Totem,18.379899025318732,-33.9633657433783
232,Rontree 2,Existing IRT Stop,Active,Cantilever Shelter,18.378169329801977,-33.962322540763246
233,Houghton 1,Existing IRT Stop,Active,Cantilever Shelter,18.37857850134806,-33.95985644698689
234,Houghton 2,Existing IRT Stop,Active,Cantilever Shelter,18.378371889131312,-33.960683491222916
235,Atlantis Station 1,IRT Station,Active,Station,18.49129012013161,-33.56285434663967
236,Atlantis Station 2,IRT Station,Active,Station,18.491137406884548,-33.56267469467568
237,Atlantis Station 3,IRT Station,Active,Station,18.491478766105367,-33.56327353299073
238,Atlantis Station 4,IRT Station,Active,Station,18.49132605280143,-33.56312382368148
239,Atlantis Station 5,IRT Station,Active,Station,18.49156859766107,-33.563505581319724
240,Atlantis Station 6,IRT Station,Active,Station,18.491469782481396,-33.56359540567005
241,Atlantis Station 8,IRT Station,Active,Station,18.491577581142366,-33.56391727839536
242,Lower Camps Bay 1,Existing IRT Stop,Active,Totem,18.377761034510254,-33.955266575158426
243,Lower Camps Bay 2,Existing IRT Stop,Active,Cantilever Shelter,18.377796966478122,-33.95549756514502
244,Comrie 1,Existing IRT Stop,Active,Totem,18.387615552696726,-33.9495885018216
245,Comrie 2,Existing IRT Stop,Active,Full Shelter,18.3877323338694,-33.948932741570545
246,Atholl 1,Existing IRT Stop,Active,Totem,18.386366895120936,-33.949752441189
247,Atholl 2,Existing IRT Stop,Active,Totem,18.386007569054726,-33.949342593163934
248,Woodford 1,Existing IRT Stop,Active,Full Shelter,18.384576044148616,-33.951904357023395
249,Woodford 2,Existing IRT Stop,Active,Totem,18.385092383001282,-33.95060703025699
250,Quebec 1,Existing IRT Stop,Active,Totem,18.38212684733682,-33.95247229455452
251,Quebec 2,Existing IRT Stop,Active,Totem,18.38326770649014,-33.95271819636771
252,Thibault Square 1,Existing IRT Stop,Active,Temp Pole,18.424257834103155,-33.91892632467271
253,Thibault Square 2,IRT Station,Active,Station,18.424500378742994,-33.918941233610546
254,Marina 1,Existing IRT Stop,Active,Totem,18.42081728651212,-33.91155353424323
255,Marina 2,Existing IRT Stop,Active,Totem,18.42081728621984,-33.911300059181805
256,Aquarium 1,Existing IRT Stop,Active,Temp Pole,18.41750556453764,-33.90716730317336
257,Aquarium 2,Existing IRT Stop,Active,Temp Pole,18.41764623281706,-33.90728164456279
258,Nobel Square 1,Existing IRT Stop,Active,Totem,18.419281166720854,-33.906163314200484
259,Nobel Square 2,Existing IRT Stop,Active,Totem,18.41944286365378,-33.90544011919225
260,Stadium 3,IRT Station,Active,Station,18.411995829512477,-33.90793772481366
261,Stadium 4,IRT Station,Active,Station,18.412247357578853,-33.90798991291948
262,Somerset Hospital 1,Existing IRT Stop,Active,Full Shelter,18.415642989505276,-33.90306918921738
263,Somerset Hospital 2,Existing IRT Stop,Active,Totem,18.415463327233354,-33.902860423805194
264,Mouille Point 1,Existing IRT Stop,Active,Totem,18.408770877660753,-33.89970652965601
265,Mouille Point 2,Existing IRT Stop,Active,Full Shelter,18.4085462993175,-33.899609600304
266,Surrey 1,Existing IRT Stop,Active,Totem,18.404944055001945,-33.90022100327093
267,Surrey 2,Existing IRT Stop,Active,Full Shelter,18.405195583185776,-33.90001223243023
268,Melkbosstrand 1,IRT Station,Active,Station,18.44263736442671,-33.73050813593096
269,Melkbosstrand 2,IRT Station,Active,Station,18.442583465040236,-33.730687438077176
270,Melkbosstrand 3,IRT Station,Active,Station,18.442834993876634,-33.73028400793002
271,Melkbosstrand 4,IRT Station,Active,Station,18.44282601084734,-33.73036618915262
272,Lighthouse 1,Existing IRT Stop,Active,Totem,18.401817917536828,-33.90112318675228
273,Lighthouse 2,Existing IRT Stop,Active,Full Shelter,18.402222159805063,-33.900877138022764
274,Three Anchor Bay 1,Existing IRT Stop,Active,Cantilever Shelter,18.39855703278535,-33.90464981561977
275,Three Anchor Bay 2,Existing IRT Stop,Active,Full Shelter,18.398314488357997,-33.905082247259664
276,Rocklands 1,Existing IRT Stop,Active,Cantilever Shelter,18.395844120679186,-33.907542587071866
277,Rocklands 2,Existing IRT Stop,Active,Full Shelter,18.394631395814777,-33.908027190899965
278,Promenade 1,Existing IRT Stop,Active,Cantilever Shelter,18.39213407899059,-33.909630091914
279,Promenade 2,Existing IRT Stop,Active,Full Shelter,18.392080180320995,-33.90948844060957
280,London 1,Existing IRT Stop,Active,Red Totem,18.38960981262274,-33.9113000588085
281,London 2,Existing IRT Stop,Active,Full Shelter,18.38950201452215,-33.911188232212005
282,Granger Bay 1,IRT Station,Active,Station,18.41494230443508,-33.90436649797159
283,Granger Bay 2,IRT Station,Active,Station,18.41479857436372,-33.90455289208641
284,Graaf's Pool 1,Existing IRT Stop,Active,Full Shelter,18.38824437409278,-33.9131563689814
285,Graaf's Pool 2,Existing IRT Stop,Active,Full Shelter,18.388082676621803,-33.913074363630734
286,Boat Bay 1,Existing IRT Stop,Active,Cantilever Shelter,18.386816053233844,-33.91598921263636
287,Boat Bay 2,Existing IRT Stop,Active,Full Shelter,18.386663338803874,-33.91586993698345
288,Sea Point Pool 1,Existing IRT Stop,Active,Full Shelter,18.385290803793428,-33.918748367525225
289,Sea Point Pool 2,Existing IRT Stop,Active,Cantilever Shelter,18.385169057462893,-33.918638244529795
290,Cassel 1,Existing IRT Stop,Active,Totem,18.38229752731298,-33.92008921503522
291,Cassel 2,Existing IRT Stop,Active,Totem,18.38111175091128,-33.9202308483881
292,Strand 1,Existing IRT Stop,Active,Totem,18.420742249758476,-33.92035154846749
293,Strand 2,Existing IRT Stop,Active,Totem,18.420877484403892,-33.92018562313357
294,Porterfield 1,IRT Station,Active,Station,18.48844246054323,-33.81468642735644
295,Porterfield 2,IRT Station,Active,Station,18.488604157125433,-33.814873017133635
296,Old Fire Station 1,Existing IRT Stop,Active,Totem,18.417071310696358,-33.91751741763402
297,Old Fire Station 2,Existing IRT Stop,Active,Totem,18.416873682197252,-33.917226689365954
298,High Level 1,Existing IRT Stop,Active,Totem,18.411852100533025,-33.912067935330036
299,High Level 2,Existing IRT Stop,Active,Totem,18.412238375087643,-33.912149941135354
300,Skye Way 1,Existing IRT Stop,Active,Totem,18.408887659127437,-33.911046583562076
301,Skye Way 2,Existing IRT Stop,Active,Totem,18.408833760518558,-33.91097203282541
302,Ben Nevis 1,Existing IRT Stop,Active,Totem,18.406426274962378,-33.91062909404304
303,Ben Nevis 2,Existing IRT Stop,Active,Totem,18.406749668962796,-33.910547086934024
304,Ravenscraig 1,Existing IRT Stop,Active,Totem,18.40344386900315,-33.91045762433372
305,Ravenscraig 2,Existing IRT Stop,Active,Cantilever Shelter,18.40372234575086,-33.91041289307368
306,Sandown 1,IRT Station,Active,Station,18.484148514412514,-33.806991131441784
307,Sandown 2,IRT Station,Active,Station,18.484319194140063,-33.80714788008043
308,St Bedes 1,Existing IRT Stop,Active,Totem,18.399518231218572,-33.91048744480217
309,St Bedes 2,Existing IRT Stop,Active,Totem,18.39942839886278,-33.91042780363817
310,Rhine 1,Existing IRT Stop,Active,Totem,18.395592592549644,-33.91291035398261
311,Rhine 2,Existing IRT Stop,Active,Cantilever Shelter,18.39598785176455,-33.912276677253026
312,Albany 1,Existing IRT Stop,Active,Totem,18.393418669494213,-33.91554192831611
313,Albany 2,Existing IRT Stop,Active,Full Shelter,18.39369714813828,-33.91510209523845
314,The Glen 1,Existing IRT Stop,Active,Cantilever Shelter,18.391828651789695,-33.917472691428884
315,The Glen 2,Existing IRT Stop,Active,Totem,18.392259842621886,-33.91683159328198
316,Irwinton 1,Existing IRT Stop,Active,Totem,18.389591847200126,-33.920327754265
317,Irwinton 2,Existing IRT Stop,Active,Totem,18.390355415441984,-33.919187230735055
318,Royal Ascot 1,IRT Station,Active,Station,18.503040083666274,-33.86320085173477
319,Royal Ascot 2,IRT Station,Active,Station,18.5032736457369,-33.86325306731872
320,Fresnaye 1,Existing IRT Stop,Active,Totem,18.38845098566532,-33.921960240646484
321,Fresnaye 2,Existing IRT Stop,Active,Full Shelter,18.388585734024275,-33.92163970960627
322,Disandt 1,Existing IRT Stop,Active,Cantilever Shelter,18.385890788517717,-33.9228994664029
323,Disandt 2,Existing IRT Stop,Active,Cantilever Shelter,18.38633994465943,-33.92304854814209
324,Brevity Lane 1,Existing IRT Stop,Active,Full Shelter,18.381929217304567,-33.924390278382866
325,Kloof 1,Existing IRT Stop,Active,Totem,18.38342940350292,-33.92421883558646
326,Mid Long 1,Existing IRT Stop,Active,Totem,18.42078135303837,-33.92098373503998
327,Granger 1,Existing IRT Stop,Active,Full Shelter,18.4122024433415,-33.90086222615203
328,Granger 2,Existing IRT Stop,Active,Cantilever Shelter,18.412983977196482,-33.90127230831127
329,Annandale 1,Existing IRT Stop,Active,Totem,18.414843489425312,-33.93305137773875
330,Annandale 2,Existing IRT Stop,Active,Cantilever Shelter,18.415139934484433,-33.93370725955459
331,Upper Buitenkant 1,Existing IRT Stop,Active,Full Shelter,18.418778110531225,-33.93771697637293
332,Highlands 1,Existing IRT Stop,Active,Full Shelter,18.41904760475706,-33.94092908402649
333,Herzlia 1,Existing IRT Stop,Active,Cantilever Shelter,18.42140119088794,-33.942076767909604
334,Exner 1,Existing IRT Stop,Active,Cantilever Shelter,18.42311697293971,-33.94116011337576
335,Wexford 1,Existing IRT Stop,Active,Cantilever Shelter,18.425829885405197,-33.94089182109133
336,St James 1,Existing IRT Stop,Active,Cantilever Shelter,18.428201438060025,-33.93949818335837
337,Gardenia 1,Existing IRT Stop,Active,Cantilever Shelter,18.428399067291934,-33.93688970762933
338,Nazareth 1,Existing IRT Stop,Active,Cantilever Shelter,18.425317846035476,-33.93610714969202
339,Upper Loop 1,Existing IRT Stop,Active,Totem,18.41402602306639,-33.926037595377885
340,Leeuwen 1,Existing IRT Stop,Active,Cantilever Shelter,18.416433507612847,-33.92385358920759
341,Church 1,Existing IRT Stop,Active,Totem,18.418032509444387,-33.92231058825931
342,Mid Loop 1,Existing IRT Stop,Active,Totem,18.420799320286708,-33.91988049215566
343,Darling 1,Existing IRT Stop,Active,Totem,18.422200691629783,-33.92392067482113
344,Darling 2,Existing IRT Stop,Active,Totem,18.422717224118344,-33.92407992744726
345,Hanover Street 1,Existing IRT Stop,Active,Full Shelter,18.428093640069005,-33.927990480638
346,Hanover Street 2,Existing IRT Stop,Active,Full Shelter,18.427931943278256,-33.928087378216546
347,Cput 1,Existing IRT Stop,Active,Full Shelter,18.430671805037797,-33.92966008812235
348,Cput 2,Existing IRT Stop,Active,Totem,18.430420276418552,-33.929727170346354
349,District Six 1,Existing IRT Stop,Active,Full Shelter,18.435136431848026,-33.93141910374172
350,District Six 2,Existing IRT Stop,Active,Cantilever Shelter,18.43456151036494,-33.931381836582595
351,Zonnebloem 1,Existing IRT Stop,Active,Full Shelter,18.438720710436407,-33.93305883073876
352,Zonnebloem 2,Existing IRT Stop,Active,Cantilever Shelter,18.43916986673704,-33.93331969423294
353,Chester West 1,Existing IRT Stop,Active,Totem,18.44162226833181,-33.93427370027592
354,Coronation West 1,Existing IRT Stop,Active,Cantilever Shelter,18.443158386466013,-33.9344823873175
355,Coronation East 1,Existing IRT Stop,Active,Cantilever Shelter,18.446940294664337,-33.93481777710172
356,Chester East 1,Existing IRT Stop,Active,Totem,18.44658995159294,-33.93557053492724
357,Upper Mountain 1,Existing IRT Stop,Active,Full Shelter,18.44906930185522,-33.93598790231668
358,Upper Mountain 2,Existing IRT Stop,Active,Totem,18.44908726755122,-33.937262351936546
359,Upper Roodebloem 1,Existing IRT Stop,Active,Full Shelter,18.451018645816166,-33.93764244819317
360,Upper Roodebloem 2,Existing IRT Stop,Active,Cantilever Shelter,18.451171360438536,-33.93741140920801
361,Balfour 1,Existing IRT Stop,Active,Cantilever Shelter,18.451593568486008,-33.934802870843114
362,Balfour 2,Existing IRT Stop,Active,Cantilever Shelter,18.451692382266764,-33.934750698801366
363,Lawley 1,Existing IRT Stop,Active,Totem,18.452914091127294,-33.93179177227499
364,Lawley 2,Existing IRT Stop,Active,Totem,18.453075787586947,-33.93167997206194
365,Upper Salt River 1,Existing IRT Stop,Active,Totem,18.457199054952007,-33.92997313621204
366,Upper Salt River 2,Existing IRT Stop,Active,Cantilever Shelter,18.456992442487692,-33.930278728841564
367,Kent 1,Existing IRT Stop,Active,Totem,18.458762123527517,-33.92890727756884
368,Kent 2,Existing IRT Stop,Active,Cantilever Shelter,18.458788971519677,-33.929050644510895
369,Spencer 1,Existing IRT Stop,Active,Cantilever Shelter,18.464780835868947,-33.929332132317704
370,Salt River Rail 1,Existing IRT Stop,Active,Cantilever Shelter,18.46438557709154,-33.92769978704976
371,Lower Buitenkant 1,Existing IRT Stop,Active,Full Shelter,18.424913603792735,-33.92650718597745
372,Lower Buitenkant 2,Existing IRT Stop,Active,Full Shelter,18.424671058831944,-33.926589178137846
373,Roeland 1,Existing IRT Stop,Active,Cantilever Shelter,18.421203561544825,-33.929958228680135
374,Roeland 2,Existing IRT Stop,Active,Full Shelter,18.42119609719589,-33.92971868929666
375,Roodehek 1,Existing IRT Stop,Active,Temp Pole,18.41987405464287,-33.93228369064127
376,Roodehek 2,Existing IRT Stop,Active,Full Shelter,18.42012960818004,-33.93156858780382
377,De Waal Park 1,Existing IRT Stop,Active,Cantilever Shelter,18.4141517870425,-33.93779895719513
378,Upper Orange 1,Existing IRT Stop,Active,Totem,18.41415178686037,-33.94060117067753
379,Montrose 1,Existing IRT Stop,Active,Totem,18.411492772834293,-33.941309163268926
380,Molteno 1,Existing IRT Stop,Active,Cantilever Shelter,18.409058339288485,-33.94043721371374
381,Rayden 1,Existing IRT Stop,Active,Full Shelter,18.409624277812114,-33.936926973022956
382,Upper Kloof 1,Existing IRT Stop with Temporary Pole,Active,Temp Pole,18.40524757952228,-33.93605467595631
383,Upper Kloof 2,Existing IRT Stop,Active,Totem,18.4050641457452,-33.936183791966634
384,Welgemeend 1,Existing IRT Stop,Active,Totem,18.407171876841225,-33.93439294991532
385,Welgemeend 2,Existing IRT Stop,Active,Temp Pole,18.406926804864042,-33.934832543028364
386,Lower Reservoir 1,Existing IRT Stop,Active,Cantilever Shelter,18.412229392533636,-33.935138259405086
387,Salt River Hall 1,Existing IRT Stop,Active,Totem,18.46185232783207,-33.92741654631942
388,Salt River Hall 2,Existing IRT Stop,Active,Totem,18.461412154132315,-33.92766997217144
389,Salt River Rail North 1,Existing IRT Stop,Active,Totem,18.46602949354924,-33.926350656384635
390,Salt River Rail North 2,Existing IRT Stop,Active,Totem,18.465256942772218,-33.926626446642146
391,Loco 1,Existing IRT Stop,Active,Totem,18.470656723173853,-33.9254841805803
392,Loco 2,Existing IRT Stop,Active,Cantilever Shelter,18.470368285143792,-33.92570306637691
393,Coronation 1,Existing IRT Stop,Active,Cantilever Shelter,18.480869663527887,-33.922981460913924
394,Coronation 2,Existing IRT Stop,Active,Cantilever Shelter,18.480851697272183,-33.922377675685645
395,Conway 1,Existing IRT Stop,Active,Cantilever Shelter,18.482504503744373,-33.91400734871714
396,Conway 2,Existing IRT Stop,Active,Totem,18.48264471821212,-33.914141869943855
397,Fenwick 1,Existing IRT Stop,Active,Cantilever Shelter,18.484070649429242,-33.9106573128856
398,Fenwick 2,Existing IRT Stop,Active,Temp Pole,18.484320198877974,-33.9105461128613
399,Sheridan 1,Existing IRT Stop,Active,Cantilever Shelter,18.485603784320936,-33.90746057636371
400,Sheridan 2,Existing IRT Stop,Active,Cantilever Shelter,18.485792430939433,-33.907438209993884
401,Narwhal 1,Existing IRT Stop,Active,Totem,18.48802874734738,-33.90220433504144
402,Narwhal 2,Existing IRT Stop,Active,Full Shelter,18.488145689438955,-33.90251262112014
403,Dreyer 1,Existing IRT Stop,Active,Totem,18.48964620326519,-33.89887889333686
404,Dreyer 2,Existing IRT Stop,Active,Full Shelter,18.489775827331947,-33.89910642983009
405,Tijgerhof 1,Existing IRT Stop,Active,Cantilever Shelter,18.49476455886683,-33.88673434626617
406,Tijgerhof 2,Existing IRT Stop,Active,Full Shelter,18.494972845140143,-33.8871298937681
407,Quest 1,Existing IRT Stop,Active,Full Shelter,18.497371277596223,-33.88096693663052
408,Quest 2,Existing IRT Stop,Active,Totem,18.497246754228485,-33.880733717984576
409,Zastron 1,Existing IRT Stop,Active,Full Shelter,18.501324302506234,-33.87543329902624
410,Zastron 2,Existing IRT Stop,Active,Full Shelter,18.50097395846703,-33.87620895565483
411,Gousblom 2,Existing IRT Stop,Active,Full Shelter,18.504477389065247,-33.87166678674011
412,Green 1,Existing IRT Stop,Active,Totem,18.477972694259183,-33.924288284213546
413,Green 2,Existing IRT Stop,Active,Full Shelter,18.47763106616483,-33.924541131416575
414,Democracy South 1,Existing IRT Stop,Active,Full Shelter,18.506947755859496,-33.8803779917487
415,Democracy South 2,Existing IRT Stop,Active,Full Shelter,18.507989801503566,-33.8805196906413
416,Crassula 1,Existing IRT Stop,Active,Cantilever Shelter,18.50310030404418,-33.873086370222566
417,Crassula 2,Existing IRT Stop,Active,Full Shelter,18.50230621847877,-33.874558890562646
418,Boundary 1,Existing IRT Stop,Active,Cantilever Shelter,18.493118391722106,-33.89157396107024
419,Boundary 2,Existing IRT Stop,Active,Full Shelter,18.493487038527874,-33.89142459467853
420,Madeira 1,Existing IRT Stop,Active,Temp Pole,18.49125455676123,-33.89558896037155
421,Madeira 2,Existing IRT Stop,Active,Full Shelter,18.491361196723446,-33.8958744915803
422,Lower Church 1,Existing IRT Stop,Active,Cantilever Shelter,18.44932498326076,-33.926694848013625
423,Lower Church 2,Existing IRT Stop,Active,Full Shelter,18.449012265759844,-33.926800395454904
424,Biscuit Mill 1,Existing IRT Stop with Temporary Pole,Active,Temp Pole,18.457791942477098,-33.92784140714024
425,Biscuit Mill 2,Existing IRT Stop with Temporary Pole,Active,Temp Pole,18.458088387041755,-33.927983026549995
426,Dublin 1,Existing IRT Stop,Active,Totem,18.45335426612448,-33.92720784098645
427,Dublin 2,Existing IRT Stop,Active,Totem,18.453012906098284,-33.92720038682606
428,Davison 1,Existing IRT Stop,Active,Cantilever Shelter,18.447019032466898,-33.92646046922206
429,Davison 2,Existing IRT Stop,Active,Totem,18.446358303058688,-33.92649804567202
430,Barron 1,Existing IRT Stop with Temporary Pole,Active,Temp Pole,18.443481780733542,-33.92624630233606
431,Barron 2,Existing IRT Stop with Temporary Pole,Active,Temp Pole,18.443239236032028,-33.926298478953385
432,Russel 1,Existing IRT Stop,Active,Cantilever Shelter,18.43585508442388,-33.926618993382455
433,Russel 2,Existing IRT Stop,Active,Cantilever Shelter,18.43592694903274,-33.92675316124746
434,Castle 1,Existing IRT Stop,Active,Full Shelter,18.425819351858785,-33.92376218844724
435,Castle 2,Existing IRT Stop,Active,Totem,18.42575921396073,-33.92407387903939
436,Adderley Holding 1,Existing IRT Stop,Active,Temp Pole,18.42737498825392,-33.91813614806468
437,Melkbosch 1,Existing IRT Stop with Temporary Pole,Active,Temp Pole,18.455600053526446,-33.72556224707842
438,Melkbosch 2,Existing IRT Stop with Temporary Pole,Active,Temp Pole,18.45572581763884,-33.72621225238718
439,Melkbosch 3,Existing IRT Stop with Temporary Pole,Active,Temp Pole,18.455150896108716,-33.72595822829986
440,Hol Bay 1,Existing IRT Stop,Active,Temp Pole,18.44223312208182,-33.74541878900878
441,Hol Bay 2,Existing IRT Stop,Active,Temp Pole,18.442376853288597,-33.74665873599452
442,Marine 1,Existing IRT Stop,Active,Totem,18.460444644039917,-33.79249166486585
443,Marine 2,Existing IRT Stop,Active,Full Shelter,18.460714034939905,-33.79241434411801
444,Water's Edge 1,Existing IRT Stop with Temporary Pole,Active,Temp Pole,18.456570233465236,-33.78874655812791
445,Water's Edge 2,Existing IRT Stop with Temporary Pole,Active,Temp Pole,18.456713965246102,-33.788597241336696
446,De Mist 1,Existing IRT Stop,Active,Totem,18.45955264140981,-33.79604037496718
447,De Mist 2,Existing IRT Stop,Active,Totem,18.45992993440744,-33.796861543038354
448,Airport 1,IRT Station,Active,Station,18.595710288884373,-33.96922169781543
449,Popham 1,Existing IRT Stop,Active,Full Shelter,18.48349274290312,-33.823440757751456
450,Popham 2,Existing IRT Stop,Active,Full Shelter,18.484489873347847,-33.82347807241694
451,Briza 1,Existing IRT Stop,Active,Totem,18.491119440114854,-33.82267954734757
452,Briza 2,Existing IRT Stop,Active,Totem,18.49128113712478,-33.82262730736213
453,Echium 1,Existing IRT Stop,Active,Totem,18.49363998201502,-33.82067024824986
454,Echium 2,Existing IRT Stop,Active,Cantilever Shelter,18.494320002382068,-33.82047996096904
455,Sandown East 1,Existing IRT Stop with Temporary Pole,Active,Temp Pole,18.53230719602568,-33.798048491857564
456,Sandown East 2,Existing IRT Stop with Temporary Pole,Active,Temp Pole,18.532612622542924,-33.7977722849747
457,Parklands Main South 1,Existing IRT Stop,Active,Cantilever Shelter,18.49577756763704,-33.818646819709585
458,Parklands Main South 2,Existing IRT Stop,Active,Cantilever Shelter,18.496097423544764,-33.81837219663982
459,Discovery 1,Existing IRT Stop with Temporary Pole,Active,Temp Pole,18.528255794180236,-33.79918316909931
460,Discovery 2,Existing IRT Stop with Temporary Pole,Active,Temp Pole,18.528642069473094,-33.79895922044704
461,Morningfield 1,Existing IRT Stop with Temporary Pole,Active,Temp Pole,18.521473514363034,-33.80065374844179
462,Morningfield 2,Existing IRT Stop with Temporary Pole,Active,Temp Pole,18.52159029545028,-33.800608958968255
463,St John's Wood 1,Existing IRT Stop,Active,Full Shelter,18.498171215152194,-33.81594030006397
464,St John's Wood 2,Existing IRT Stop,Active,Cantilever Shelter,18.497263916485956,-33.81656722862409
465,Hampstead 1,Existing IRT Stop,Active,Full Shelter,18.502357363925604,-33.815313365953806
466,Hampstead 2,Existing IRT Stop,Active,Full Shelter,18.50279753911469,-33.815216339907685
467,Oakdale 1,Existing IRT Stop,Active,Totem,18.509291236870432,-33.81178461731694
468,Oakdale 2,Existing IRT Stop,Active,Full Shelter,18.50948869884977,-33.81179431451027
469,Dorchester 1,Existing IRT Stop,Active,Totem,18.51191543892338,-33.80952893906934
470,Dorchester 2,Existing IRT Stop,Active,Totem,18.511556112578706,-33.809954387310675
471,Chippenham 1,Existing IRT Stop with Temporary Pole,Active,Totem,18.514233092719522,-33.80702098794154
472,Chippenham 2,Existing IRT Stop with Temporary Pole,Active,Cantilever Shelter,18.514313940590863,-33.80707323811183
473,Dartford 1,Existing IRT Stop with Temporary Pole,Active,Temp Pole,18.52030570418053,-33.803557507300404
474,Dartford 2,Existing IRT Stop with Temporary Pole,Active,Temp Pole,18.52023383913808,-33.80347539702608
475,Parklands Main North 1,Existing IRT Stop,Active,Full Shelter,18.51817444582557,-33.80455082091108
476,Parklands Main North 2,Existing IRT Stop with Temporary Pole,Active,Temp Pole,18.518378202330826,-33.804575379588684
477,Bittern 1,Existing IRT Stop,Active,Cantilever Shelter,18.513285160105205,-33.82434155587119
478,Bittern 2,Existing IRT Stop,Active,Extended Shelter,18.513110198431853,-33.82437360482526
479,Gie South 1,Existing IRT Stop,Active,Cantilever Shelter,18.51667651040947,-33.825246740448
480,Gie South 2,Existing IRT Stop,Active,Cantilever Shelter,18.517053803148247,-33.82524674002206
481,Pinto 1,Existing IRT Stop,Active,Cantilever Shelter,18.518437208321256,-33.821746681689405
482,Pinto 2,Existing IRT Stop,Active,Cantilever Shelter,18.518500089685553,-33.82179145993421
483,Earlswood 1,Existing IRT Stop,Active,Cantilever Shelter,18.519317556476025,-33.817216542709446
484,Earlswood 2,Existing IRT Stop,Active,Cantilever Shelter,18.519380438854625,-33.817358346699834
485,Gie Central 1,Existing IRT Stop,Active,Full Shelter,18.518751617805158,-33.81356688294259
486,Gie Central 2,Existing IRT Stop,Active,Full Shelter,18.51876060190802,-33.813447463997946
487,Hamptons 1,Existing IRT Stop,Active,Full Shelter,18.513963597688498,-33.80620738084973
488,Hamptons 2,Existing IRT Stop,Active,Full Shelter,18.514143260694304,-33.806259630970644
489,Gie North 1,Existing IRT Stop,Active,Cantilever Shelter,18.51163293754938,-33.804187460304526
490,Gie North 2,Existing IRT Stop,Active,Full Shelter,18.51190538078364,-33.80441425719998
491,Wandsworth 1,Existing IRT Stop with Temporary Pole,Active,Temp Pole,18.5080077679429,-33.80099712816156
492,Wandsworth 2,Existing IRT Stop with Temporary Pole,Active,Temp Pole,18.506786058902467,-33.800900086386825
493,Parklands Secondary 1,Existing IRT Stop,Active,Extended Shelter,18.503273646278043,-33.799586274097535
494,Woodlands 1,Existing IRT Stop with Temporary Pole,Active,Temp Pole,18.497461545674362,-33.801751067046375
495,Woodlands 2,Existing IRT Stop with Temporary Pole,Active,Temp Pole,18.498359861319052,-33.80151966012544
496,Braselton 1,Existing IRT Stop with Temporary Pole,Active,Temp Pole,18.493041834831892,-33.80266175603733
497,Braselton 2,Existing IRT Stop with Temporary Pole,Active,Temp Pole,18.492781324357264,-33.802669221029454
498,Blaauwberg Hospital 3,Existing IRT Stop,Active,Cantilever Shelter,18.485253440614823,-33.80319174287626
499,Blaauwberg Hospital 2,Existing IRT Stop,Active,Cantilever Shelter,18.485010896500377,-33.80316934860367
500,Muscadel 1,Existing IRT Stop,Active,Full Shelter,18.509485339499058,-33.82070098053904
501,Muscadel 2,Existing IRT Stop,Active,Cantilever Shelter,18.50960717888147,-33.82054361086263
502,Wood Central 1,Existing IRT Stop,Active,Totem,18.506987989422417,-33.814003036359345
503,Wood Central 2,Existing IRT Stop,Active,Cantilever Shelter,18.50747776225083,-33.81449983799283
504,Wood North 1,Existing IRT Stop,Active,Cantilever Shelter,18.503787983052064,-33.805522954398036
505,Wood North 2,Existing IRT Stop,Active,Full Shelter,18.503973229018243,-33.80567632138167
506,Devonshire 1,Existing IRT Stop,Active,Full Shelter,18.499186311665675,-33.8069836667746
507,Devonshire 2,Existing IRT Stop,Active,Full Shelter,18.499806148709336,-33.80669256069796
