route_id,route_number,route_name,route_type,route_status,geometry
1,101,Vredehoek - Gardens - Civic Centre (clockwise),Feeder Route,Active,"[[18.425830603613665, -33.94091566881615], [18.426055811925348, -33.94091790527995], [18.4282171581605, -33.93951718744799], [18.428371757660535, -33.93941583126567], [18.428446191329108, -33.939360722332076], [18.42824177157994, -33.93916273811383], [18.42792808048378, -33.93883101699121], [18.428211589206207, -33.93865878531958], [18.429286856899115, -33.93722072735157], [18.4292971530347, -33.937198292928414], [18.429303467509094, -33.937174429962056], [18.429305614878437, -33.937149839261465], [18.429303532078666, -33.93712524300778], [18.429297280277563, -33.93710136354519], [18.429287043078382, -33.93707890216715], [18.429273121127792, -33.937058518520715], [18.429255923286437, -33.937040811233985], [18.42923595462153, -33.937026300335596], [18.42921380157397, -33.93701541198245], [18.429190114735746, -33.93700846594434], [18.428411283570398, -33.93683232106727], [18.428298815118975, -33.93681428500647], [18.426841037643147, -33.93676545514295], [18.426799733744968, -33.93676376697955], [18.426758909592756, -33.93675726694136], [18.42671912382968, -33.936746043975766], [18.426680920889456, -33.936730251659334], [18.42569280171834, -33.93629712555446], [18.425538769013723, -33.93623489965975], [18.42550470500602, -33.93622333296848], [18.425472353477467, -33.936207600086746], [18.425442221638402, -33.93618794767615], [18.425414781898663, -33.936164683849064], [18.425342998834, -33.93608844327794], [18.425135847068493, -33.935885424154485], [18.4248201754834, -33.93563143321176], [18.424783898932656, -33.93560286277018], [18.424744679221263, -33.935578489167575], [18.424702999650655, -33.93555861275794], [18.424659373834928, -33.93554347847672], [18.421954733241133, -33.934691819820856], [18.42136498876419, -33.934525094239135], [18.420962722839857, -33.93443602857325], [18.419343419950565, -33.93419350380883], [18.41831206380964, -33.934056217397426], [18.417292565583832, -33.93397728900357], [18.416552707454642, -33.933921651275256], [18.41597682849342, -33.93391969377405], [18.415879599335128, -33.933916118197835], [18.41578279851528, -33.93390632558607], [18.41568682315448, -33.93389035611247], [18.415592066986918, -33.93386827529101], [18.415498918745097, -33.93384017370718], [18.4154077605651, -33.93380616664634], [18.415318966418866, -33.93376639362078], [18.41523290058001, -33.933721017797374], [18.415149916129394, -33.933670225328214], [18.41507035350664, -33.93361422458689], [18.41499453911349, -33.933553245313696], [18.41492278397476, -33.933487537673095], [18.414855382462367, -33.93341737122745], [18.4147926110877, -33.933343033831136], [18.414255632140932, -33.93255901590749], [18.413616569881732, -33.93160089233723], [18.41317127576163, -33.93095654556004], [18.412816261116753, -33.93036608441578], [18.41278837724507, -33.930314677935996], [18.412766292122235, -33.93026052644652], [18.412750271537686, -33.93020428164822], [18.412740508295524, -33.93014662043452], [18.412737119894157, -33.930088236745014], [18.412740147112224, -33.93002983321418], [18.41274955351784, -33.92997211271524], [18.41276522590705, -33.92991576990132], [18.412786975666208, -33.9298614828454], [18.41288633041556, -33.929719493337196], [18.41329452440379, -33.92890690594053], [18.413787070670562, -33.9278976076377], [18.41383162650182, -33.92767131365094], [18.413833132528715, -33.927603623650654], [18.4138285273769, -33.9275360736926], [18.413817848583236, -33.927469214380444], [18.4138011831912, -33.92740359068834], [18.413778667041377, -33.92733973751886], [18.413750483664217, -33.927278175342906], [18.413716862784078, -33.92721940595738], [18.41367807844672, -33.92716390839499], [18.413634446785544, -33.9271121350196], [18.41335758605873, -33.92692497081823], [18.41333682721348, -33.92690691030353], [18.413319307030143, -33.92688569344648], [18.41330549877139, -33.92686189336586], [18.413295775431784, -33.9268361529596], [18.413290399662333, -33.92680916753854], [18.413289516675604, -33.92678166604437], [18.41329315032322, -33.926754391359175], [18.41330120245153, -33.92672808023839], [18.413313455553023, -33.92670344340923], [18.41332957864169, -33.92668114637223], [18.413349136193787, -33.92666179142446], [18.413371599912374, -33.92664590139002], [18.414039497461058, -33.92604638985435], [18.416435752873788, -33.92386022334897], [18.418085868950083, -33.92235546228598], [18.42079860122782, -33.919879523240105], [18.421793306347496, -33.9189676982578], [18.421935598818614, -33.919071165393206], [18.42434766522403, -33.920869236811946], [18.424409352445636, -33.920911127839204], [18.425079073235864, -33.92025365779133], [18.42532962038038, -33.91998677831257], [18.425305290198757, -33.91994588351564], [18.425286843217133, -33.91990201950963], [18.42527463323365, -33.91985602757058], [18.42526889442587, -33.91980878978656], [18.42526973685948, -33.919761212139925], [18.425277144377283, -33.919714207131314], [18.4252909749091, -33.91966867627866], [18.425310963196555, -33.91962549282675], [18.425336725880516, -33.91958548499915], [18.425367768853615, -33.91954942011353], [18.425403496736823, -33.91951798986511], [18.425443224298338, -33.919491797060566], [18.425486189595766, -33.91947134405661], [18.425531568589584, -33.91945702312527], [18.425578490947508, -33.91944910893039], [18.425626056736803, -33.919447753259796], [18.425741102372804, -33.91939054612002], [18.426308024678747, -33.918917453945156], [18.42664479286048, -33.91861704436033], [18.426692935031667, -33.9185904951211], [18.426743933110316, -33.91856995913502], [18.426797039378204, -33.91855573749442], [18.42685147520749, -33.91854803871266], [18.426906442476696, -33.91854697566691], [18.42696113527255, -33.918552563943216], [18.42701475170601, -33.91856472160799], [18.42706650566935, -33.91858327040928], [18.42711339763248, -33.9186144298194], [18.428733958730376, -33.91975518383972], [18.430238996512223, -33.92085007868278], [18.43066919982739, -33.921347205198664], [18.430678969307948, -33.921364412128256], [18.43068571386873, -33.92138301406568], [18.430689242360675, -33.921402483809416], [18.430689454782026, -33.921422269563216], [18.430686345112505, -33.92144181057475], [18.430680001483932, -33.92146055302797], [18.430670603682454, -33.92147796573895], [18.430658418053206, -33.921493555210276], [18.43064378995175, -33.921506879617354], [18.430627133956268, -33.921517561330276], [18.430608922117955, -33.921525297616306], [18.43058967058246, -33.921529869219675], [18.430569924961723, -33.92153114657558], [18.43055024487067, -33.92152909348222], [18.43053118806702, -33.92152376812673], [18.430513294643784, -33.92151532143619], [18.430497071722343, -33.921503992800076], [18.430482979080033, -33.92149010328572], [18.42966173910787, -33.92089830775192]]"
2,102,Salt River Rail - Walmer Estate - Civic Centre,Feeder Route,Active,"[[18.46439743481543, -33.92766467997689], [18.46382718496546, -33.92753177989635], [18.46335035927874, -33.927448223740846], [18.46328013013844, -33.92743491244282], [18.46320898358177, -33.92742802112387], [18.463137505257095, -33.92742760651044], [18.46306628354375, -33.92743367201543], [18.462995904708755, -33.92744616771018], [18.462926948080913, -33.927464990735416], [18.462199797029186, -33.92773698121606], [18.460731769666413, -33.92810131669398], [18.460597920921177, -33.928130833340376], [18.460412532703085, -33.92805117001301], [18.460409543964804, -33.92804988576426], [18.460313028965388, -33.92808071423164], [18.460009344693468, -33.928177716930264], [18.459892291988044, -33.92825441573018], [18.459898187206612, -33.9282729301317], [18.459901516360937, -33.92829207310422], [18.459902217902595, -33.92831149073808], [18.459895993072323, -33.928340029826174], [18.45988542715864, -33.92836726196764], [18.459870774680173, -33.928392531176875], [18.459852388595394, -33.92841522875268], [18.45983071180031, -33.92843480794102], [18.45980626645973, -33.92845079710561], [18.459779641428963, -33.928462811089034], [18.459751478069148, -33.928470560490595], [18.459722454797678, -33.928473858637666], [18.45972171573442, -33.92847392120648], [18.45968855961746, -33.92847461196632], [18.459655637799194, -33.92847061707921], [18.459623609137413, -33.92846201649404], [18.45959311461534, -33.92844898233259], [18.459436669171353, -33.928547641187215], [18.459350789902757, -33.9285764123199], [18.458738377172608, -33.9289882573812], [18.458736431907123, -33.92898956596087], [18.45693423215638, -33.93022715095743], [18.45664738469457, -33.93042528690683], [18.455657365622688, -33.93110911679469], [18.455531242624687, -33.93141731467405], [18.45503303723542, -33.93122382500107], [18.45498812162455, -33.93116173826083], [18.453710627191548, -33.9307174399413], [18.453036620650384, -33.93166759864435], [18.45198729919452, -33.93314700280527], [18.451950019389628, -33.93324449101648], [18.45164378414108, -33.93474704666826], [18.45164175375483, -33.934756703778774], [18.451444866519207, -33.93569297653491], [18.451414802867152, -33.93583593624787], [18.451185911853795, -33.93570528505485], [18.45057945968644, -33.935573440606674], [18.450445424694994, -33.93557015950897], [18.450380950921875, -33.93556461462676], [18.45031624070162, -33.93556506243663], [18.450251849843546, -33.93557149909224], [18.450188331413898, -33.93558386930785], [18.450126230985457, -33.93560206683313], [18.450066081951505, -33.93562593536583], [18.450008400944384, -33.935655269894234], [18.44995368339807, -33.93568981845809], [18.44990239929275, -33.9357292843127], [18.44986058526499, -33.93576687595328], [18.44982368786852, -33.93580930385085], [18.449792262192105, -33.935855929715146], [18.449766781007316, -33.93590605210117], [18.44974762765609, -33.93595891696185], [18.449735090283692, -33.93601372899203], [18.44972935750383, -33.936069663593074], [18.449730515561118, -33.93612587927827], [18.4497385470336, -33.93618153033225], [18.44975333109487, -33.93623577953401], [18.44977464533176, -33.93628781075218], [18.449802169090397, -33.936336841223], [18.449835488300117, -33.93638213332632], [18.449874101702807, -33.9364230056824], [18.450046309597013, -33.93656178039727], [18.450827934089855, -33.93680183822018], [18.45087758196664, -33.93682443115186], [18.450924305548753, -33.93685257824951], [18.450967486112397, -33.936885906783154], [18.45100655185119, -33.93692397540913], [18.45104098544816, -33.93696628001445], [18.45107033092615, -33.93701226039236], [18.451094199685983, -33.93706130766074], [18.451112275652378, -33.93711277232503], [18.451124319459463, -33.937165972878994], [18.451130171620537, -33.93722020482937], [18.451129754640018, -33.93727475002493], [18.4511110834347, -33.93740037900915], [18.451018376369777, -33.93785582165889], [18.45029732465571, -33.93762228484687], [18.449167368802602, -33.937256300474616], [18.4490993062629, -33.93723425479301], [18.448862778622754, -33.937167775332746], [18.448933297225057, -33.936453638046245], [18.449031212995454, -33.935765282430104], [18.449038240086143, -33.93574513774786], [18.446593724601595, -33.93553736856199], [18.443619492074255, -33.93522210465222], [18.442218534771293, -33.934539556951236], [18.441636460838, -33.934255962228384], [18.440001706536634, -33.933450497813205], [18.43917822203389, -33.933300689383245], [18.43886911066097, -33.93325008130399], [18.43848166751922, -33.933160567870814], [18.43807994091527, -33.933053613856934], [18.437584970507594, -33.932877269649524], [18.437296880170894, -33.932748626620885], [18.43701328195202, -33.93259046861078], [18.436192131599714, -33.932062775083324], [18.435608676258465, -33.93175219545089], [18.434578758512703, -33.93135634584076], [18.431378059599584, -33.93011147322471], [18.430719235824995, -33.92984657592772], [18.430439859866098, -33.92970972897842], [18.42940706753624, -33.92913953209182], [18.42794919128007, -33.92807455842542], [18.42780869415741, -33.927968418257855], [18.42751934662518, -33.92780153004752], [18.426960414793093, -33.92738911610728], [18.42641513752378, -33.92692429989958], [18.42588989344525, -33.926514863390715], [18.425856745223484, -33.92646358066685], [18.425776984106793, -33.92640491346351], [18.42524315664795, -33.926017941642925], [18.424406869366166, -33.92541695745705], [18.42349532668483, -33.92475945211788], [18.423085220247756, -33.92446363260924], [18.42299778076412, -33.924400559748264], [18.422585889113357, -33.92410344824608], [18.42191808178811, -33.923616177380694], [18.421810104317014, -33.923579503087986], [18.42162109928653, -33.92344212466696], [18.422161973878914, -33.922922796990505], [18.422790705213323, -33.92237193582998], [18.42301806902277, -33.92214711780013], [18.423205999958515, -33.92198116907239], [18.42331605780235, -33.92188398438358], [18.42388262992215, -33.921383676927825], [18.424118159645058, -33.921175691321864], [18.42433410113304, -33.9209850023158], [18.424702813557698, -33.920623037211286], [18.42473402115816, -33.92059239949463], [18.425079073235864, -33.92025365779133], [18.42532962038038, -33.91998677831257], [18.425305290198757, -33.91994588351564], [18.425286843217133, -33.91990201950963], [18.42527463323365, -33.91985602757058], [18.42526889442587, -33.91980878978656], [18.42526973685948, -33.919761212139925], [18.425277144377283, -33.919714207131314], [18.4252909749091, -33.91966867627866], [18.425310963196555, -33.91962549282675], [18.425336725880516, -33.91958548499915], [18.425367768853615, -33.91954942011353], [18.425403496736823, -33.91951798986511], [18.425443224298338, -33.919491797060566], [18.425486189595766, -33.91947134405661], [18.425531568589584, -33.91945702312527], [18.425578490947508, -33.91944910893039], [18.425626056736803, -33.919447753259796], [18.425741102372804, -33.91939054612002], [18.426293498322167, -33.918929576711776], [18.42664479286048, -33.91861704436033], [18.42667112440116, -33.91860106478608], [18.426718984823733, -33.91857877671079], [18.426769098565398, -33.91856216372654], [18.42682079530236, -33.918551448049406], [18.426873383536613, -33.918546773012785], [18.426926159845433, -33.918548201150195], [18.426978418290403, -33.9185557133588], [18.427029459860087, -33.91856920915494], [18.42706650566935, -33.91858327040928], [18.42711339763248, -33.9186144298194], [18.427132836825646, -33.91862811435379], [18.428733958730376, -33.91975518383972], [18.42972021873045, -33.920479673723506]]"
3,103,Oranjezicht - Gardens - Civic Centre,Feeder Route,Active,"[[18.40979684428689, -33.94323673356835], [18.407916489895687, -33.94301599526153], [18.409080526933145, -33.940439449601094], [18.409793340496847, -33.93887640399214], [18.409856401683943, -33.93879099586029], [18.41040958467819, -33.93747721810725], [18.410256871508256, -33.937401423283696], [18.40963290088512, -33.936923767987444], [18.409556545397336, -33.936867573277375], [18.410285797208058, -33.93591739716978], [18.411191118883668, -33.93458270630446], [18.41219642399483, -33.93516732488184], [18.413728140817362, -33.9360653393361], [18.413861811442466, -33.93612481361882], [18.41403976748118, -33.9361555199719], [18.413923883975553, -33.933417704118966], [18.41392207905957, -33.93332215751567], [18.41392604178838, -33.93326791394523], [18.413935896569114, -33.933214426082586], [18.41395152584217, -33.93316233199485], [18.413972743162915, -33.933112253122516], [18.413999295425803, -33.9330647868662], [18.414030865883728, -33.93302049946009], [18.41406707792656, -33.93297991921727], [18.4141074995738, -33.93294353022734], [18.414484667673, -33.9326247155849], [18.414803335157494, -33.933068967651764], [18.415051359630294, -33.93338960541839], [18.415115380550755, -33.93345048706518], [18.415183352638046, -33.9335069232993], [18.415254967842618, -33.93355865835169], [18.41532990160431, -33.93360545775907], [18.41540781432326, -33.93364710942648], [18.415488352898965, -33.93368342458854], [18.41557115233055, -33.9337142386649], [18.41565583737092, -33.93373941200614], [18.415742024227413, -33.93375883052668], [18.415829322301136, -33.93377240622175], [18.41591733595715, -33.9337800775663], [18.417490464807297, -33.933832474316546], [18.417647042186893, -33.933802511775006], [18.418358506781825, -33.93380690865982], [18.418671659992913, -33.93383463537208], [18.419152982240874, -33.93391003121891], [18.41915435437236, -33.933910246845095], [18.419875942334407, -33.93402327482152], [18.419816563517504, -33.93426080609627], [18.419811588742384, -33.93426009839909], [18.419343419950565, -33.93419350380883], [18.41910096524657, -33.934162796553025], [18.419152982240874, -33.93391003121891], [18.419178129965708, -33.93378782935033], [18.420152084260938, -33.93156004713203], [18.42043498800142, -33.93095054342292], [18.420579612973253, -33.93063895329039], [18.420596390027935, -33.93060280629737], [18.420848547335552, -33.93025308874622], [18.421161070855664, -33.92989778099788], [18.421222468925002, -33.92976186012676], [18.421508000674866, -33.9293846798179], [18.42162909415996, -33.92925722409253], [18.422399802063996, -33.92862769749438], [18.422499021976307, -33.9285741020451], [18.423108619491135, -33.92805562586928], [18.424022026486085, -33.92721402723741], [18.42414626254962, -33.927052802620956], [18.42466198599008, -33.926582468973486], [18.425238575835703, -33.92602224397606], [18.42523942275298, -33.92602142032908], [18.42308320643673, -33.924465579484234], [18.422995790774213, -33.92440250222583], [18.424285502508, -33.92314410968001], [18.424404708184273, -33.923027676866695], [18.423110774592548, -33.92207034006562], [18.42433410113304, -33.9209850023158], [18.425079073235864, -33.92025365779133], [18.42532962038038, -33.91998677831257], [18.425305290198757, -33.91994588351564], [18.425286843217133, -33.91990201950963], [18.42527463323365, -33.91985602757058], [18.42526889442587, -33.91980878978656], [18.42526973685948, -33.919761212139925], [18.425277144377283, -33.919714207131314], [18.4252909749091, -33.91966867627866], [18.425310963196555, -33.91962549282675], [18.425336725880516, -33.91958548499915], [18.425367768853615, -33.91954942011353], [18.425403496736823, -33.91951798986511], [18.425443224298338, -33.919491797060566], [18.425486189595766, -33.91947134405661], [18.425531568589584, -33.91945702312527], [18.425578490947508, -33.91944910893039], [18.425626056736803, -33.919447753259796], [18.425741102372804, -33.91939054612002], [18.426293498322167, -33.918929576711776], [18.426308024678747, -33.918917453945156], [18.42664479286048, -33.91861704436033], [18.426677962848593, -33.9185973796286], [18.426681412627758, -33.91859557640834], [18.426733604904943, -33.91857322027439], [18.426788165448638, -33.918557504753565], [18.42684425302052, -33.91854867215466], [18.426901002837873, -33.91854685866253], [18.426957539907185, -33.9185520922384], [18.427012992515202, -33.918564292188705], [18.42706650566935, -33.91858327040928], [18.42711339763248, -33.9186144298194], [18.428733958730376, -33.91975518383972], [18.430238996512223, -33.92085007868278], [18.43066919982739, -33.921347205198664], [18.430678969307948, -33.921364412128256], [18.430685713868726, -33.92138301406568], [18.43068924236067, -33.921402483809416], [18.430689454782023, -33.921422269563216], [18.430686345112502, -33.92144181057475], [18.43068000148393, -33.92146055302797], [18.43067060368245, -33.92147796573895], [18.430658418053202, -33.921493555210276], [18.430643789951745, -33.921506879617354], [18.430627133956268, -33.921517561330276], [18.43060892211795, -33.921525297616306], [18.430589670582457, -33.921529869219675], [18.430569924961723, -33.92153114657558], [18.430550244870666, -33.92152909348222], [18.430531188067018, -33.92152376812673], [18.43051329464378, -33.92151532143619], [18.43049707172234, -33.921503992800076], [18.430482979080033, -33.92149010328572], [18.42966173910787, -33.92089830775192]]"
